,Baseline,Residual_05,Residual_10,Residual_15,Residual_20,Residual_25,Residual_30,Residual_40
2018-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31,0.13893966399496516,0.13893966399496516,0.13893966399496516,0.13893966399496516,0.1299914021553299,0.11480165839617862,0.08821231922440287,0.08821231922440287
2020-12-31,0.10349894123909475,0.10349894123909475,0.10349894123909475,0.10349894123909475,0.10349894123909475,0.09736478935983728,0.09736478935983728,0.09736478935983728
2021-12-31,0.10529450667467177,0.10529450667467177,0.10529450667467177,0.09800939040620271,0.09800939040620271,0.09800939040620271,0.09800939040620271,0.086413750373447
2022-12-31,0.23577153009562157,0.23577153009562157,0.23577153009562157,0.23577153009562157,0.23577153009562157,0.23577153009562157,0.231975041436568,0.23208214373970093
2023-12-31,0.09815749084265946,0.09815749084265946,0.09815749084265946,0.09815749084265946,0.09815749084265946,0.09815749084265946,0.09815749084265946,0.08618506246296209
2024-12-31,0.0774500181995017,0.0774500181995017,0.0774500181995017,0.0774500181995017,0.08609149545347061,0.08609149545347061,0.08609149545347061,0.08609149545347039
2025-12-31,0.13184679431725743,0.13184679431725743,0.13184679431725743,0.13184679431725743,0.13184679431725743,0.13184679431725743,0.13184679431725743,0.11798196794571258
